id,in_users,in_profiles,in_catalog_users,users_count,profiles_count,catalog_users_count
614651212,no,yes,yes,0,2,2
615009610,no,yes,yes,0,1,1
615180372,no,yes,yes,0,1,1
615455814,no,yes,yes,0,1,1
616146499,no,yes,yes,0,2,2
616274643,no,yes,yes,0,1,1
617273334,no,yes,yes,0,1,1
617276863,no,yes,yes,0,1,1
617427523,no,yes,yes,0,1,1
618156603,no,yes,yes,0,1,1
618472851,no,yes,yes,0,1,1
618533973,no,yes,yes,0,1,1
618630529,no,yes,yes,0,1,1
622127995,no,yes,yes,0,1,1
622297078,no,yes,yes,0,1,1
622361207,no,yes,yes,0,2,2
622446528,no,yes,yes,0,1,1
623711761,no,yes,yes,0,2,2
625317395,no,yes,yes,0,1,1
625333358,no,yes,yes,0,1,1
629932905,no,yes,yes,0,2,2
630778501,no,yes,yes,0,1,1
631294911,no,yes,yes,0,1,1
633496525,no,yes,yes,0,2,2
636450833,no,yes,yes,0,1,1
637401819,no,yes,yes,0,1,1
639492950,no,yes,yes,0,1,1
639511793,no,yes,yes,0,2,2
639769795,no,yes,yes,0,1,1
641863548,no,yes,yes,0,1,1
641931119,no,yes,yes,0,1,1
644806895,no,yes,yes,0,1,1
644953244,no,yes,yes,0,1,1
646295660,no,yes,yes,0,1,1
647105286,no,yes,yes,0,1,1
648572081,no,yes,yes,0,2,2
652742352,no,yes,yes,0,1,1
653452904,no,yes,yes,0,2,2
655321808,no,yes,yes,0,1,1
655435850,no,yes,yes,0,1,1
655469837,no,yes,yes,0,1,1
657216821,no,yes,yes,0,1,1
659168184,no,yes,yes,0,1,1
660844714,no,yes,yes,0,1,1
661398580,no,yes,yes,0,1,1
662450999,no,yes,yes,0,1,1
662451427,no,yes,yes,0,1,1
662452698,no,yes,yes,0,1,1
662555485,no,yes,yes,0,1,1
662773029,no,yes,yes,0,1,1
662918805,no,yes,yes,0,2,2
667046413,no,yes,yes,0,1,1
667881676,no,yes,yes,0,2,2
668062987,no,yes,yes,0,1,1
668602025,no,yes,yes,0,1,1
670241510,no,yes,yes,0,1,1
673438018,no,yes,yes,0,1,1
675208937,no,yes,yes,0,1,1
675330702,no,yes,yes,0,1,1
676194959,no,yes,yes,0,1,1
676828149,no,yes,yes,0,1,1
676919999,no,yes,yes,0,1,1
678219727,no,yes,yes,0,1,1
679181430,no,yes,yes,0,1,1
679477459,no,yes,yes,0,1,1
679810375,no,yes,yes,0,1,1
680412707,no,yes,yes,0,2,2
680477668,no,yes,yes,0,1,1
681331570,no,yes,yes,0,1,1
682742376,no,yes,yes,0,1,1
682804353,no,yes,yes,0,1,1
683038618,no,yes,yes,0,1,1
683344883,no,yes,yes,0,1,1
683992973,no,yes,yes,0,1,1
684143018,no,yes,yes,0,2,2
684521439,no,yes,yes,0,1,1
686557133,no,yes,yes,0,2,2
687692499,no,yes,yes,0,1,1
687711984,no,yes,yes,0,1,1
690166553,no,yes,yes,0,1,1
690801451,no,yes,yes,0,1,1
691138945,no,yes,yes,0,1,1
692739508,no,yes,yes,0,1,1
694231080,no,yes,yes,0,2,2
694249277,no,yes,yes,0,1,1
694281696,no,yes,yes,0,1,1
695107067,no,yes,yes,0,2,2
697278198,no,yes,yes,0,2,2
697617668,no,yes,yes,0,1,1
699079335,no,yes,yes,0,1,1
699323241,no,yes,yes,0,1,1
700234246,no,yes,yes,0,1,1
700241109,no,yes,yes,0,1,1
700724600,no,yes,yes,0,1,1
700960806,no,yes,yes,0,1,1
702337250,no,yes,yes,0,2,2
702426801,no,yes,yes,0,1,1
703629288,no,yes,yes,0,1,1
704217704,no,yes,yes,0,1,1
704228000,no,yes,yes,0,2,2
704232067,no,yes,yes,0,1,1
704233210,no,yes,yes,0,1,1
704246365,no,yes,yes,0,1,1
704416046,no,yes,yes,0,1,1
704685013,no,yes,yes,0,1,1
705830931,no,yes,yes,0,2,2
706160952,no,yes,yes,0,1,1
706819639,no,yes,yes,0,1,1
706871341,no,yes,yes,0,1,1
706897874,no,yes,yes,0,1,1
706912919,no,yes,yes,0,1,1
707328979,no,yes,yes,0,2,2
707531856,no,yes,yes,0,1,1
708040690,no,yes,yes,0,1,1
708303664,no,yes,yes,0,1,1
708539144,no,yes,yes,0,1,1
708736939,no,yes,yes,0,2,2
709960347,no,yes,yes,0,1,1
709979695,no,yes,yes,0,1,1
710096481,no,yes,yes,0,1,1
710234791,no,yes,yes,0,1,1
711726754,no,yes,yes,0,1,1
715804085,no,yes,yes,0,1,1
716714986,no,yes,yes,0,1,1
717804369,no,yes,yes,0,1,1
718600225,no,yes,yes,0,1,1
719004176,no,yes,yes,0,1,1
720517847,no,yes,yes,0,1,1
722518041,no,yes,yes,0,1,1
722526768,no,yes,yes,0,1,1
723038076,no,yes,yes,0,1,1
723222477,no,yes,yes,0,1,1
723503095,no,yes,yes,0,1,1
728215772,no,yes,yes,0,2,2
728784074,no,yes,yes,0,2,2
729206580,no,yes,yes,0,1,1
730132290,no,yes,yes,0,1,1
730903043,no,yes,yes,0,1,1
732511406,no,yes,yes,0,1,1
733094261,no,yes,yes,0,2,2
734330654,no,yes,yes,0,1,1
737587284,no,yes,yes,0,1,1
738671588,no,yes,yes,0,1,1
739187331,no,yes,yes,0,2,2
739440226,no,yes,yes,0,2,2
739586766,no,yes,yes,0,1,1
739766712,no,yes,yes,0,1,1
739788577,no,yes,yes,0,2,2
740301668,no,yes,yes,0,1,1
741031377,no,yes,yes,0,1,1
741379469,no,yes,yes,0,1,1
741724916,no,yes,yes,0,1,1
741866593,no,yes,yes,0,1,1
742892120,no,yes,yes,0,1,1
743159315,no,yes,yes,0,2,2
743357986,no,yes,yes,0,2,2
743467368,no,yes,yes,0,1,1
743761107,no,yes,yes,0,1,1
743938503,no,yes,yes,0,1,1
748001187,no,yes,yes,0,1,1
748004501,no,yes,yes,0,2,2
748401463,no,yes,yes,0,1,1
749501907,no,yes,yes,0,1,1
749672424,no,yes,yes,0,1,1
750622173,no,yes,yes,0,1,1
754664738,no,yes,yes,0,1,1
756358516,no,yes,yes,0,1,1
756709928,no,yes,yes,0,1,1
757056112,no,yes,yes,0,1,1
758743595,no,yes,yes,0,1,1
759907121,no,yes,yes,0,1,1
762630375,no,yes,yes,0,2,2
763606139,no,yes,yes,0,1,1
764108011,no,yes,yes,0,2,2
766377205,no,yes,yes,0,1,1
766426984,no,yes,yes,0,2,2
766575003,no,yes,yes,0,1,1
766980427,no,yes,yes,0,1,1
766980491,no,yes,yes,0,1,1
766981506,no,yes,yes,0,1,1
767196651,no,yes,yes,0,1,1
767852461,no,yes,yes,0,1,1
771574211,no,yes,yes,0,1,1
773206072,no,yes,yes,0,2,2
774159082,no,yes,yes,0,2,2
775036545,no,yes,yes,0,1,1
775076512,no,yes,yes,0,1,1
775614520,no,yes,yes,0,1,1
777504821,no,yes,yes,0,1,1
777794473,no,yes,yes,0,1,1
779704192,no,yes,yes,0,1,1
781352578,no,yes,yes,0,1,1
782733888,no,yes,yes,0,1,1
782819853,no,yes,yes,0,1,1
784622818,no,yes,yes,0,1,1
785020260,no,yes,yes,0,1,1
787225592,no,yes,yes,0,1,1
787317705,no,yes,yes,0,2,2
787632901,no,yes,yes,0,1,1
788711965,no,yes,yes,0,1,1
789943565,no,yes,yes,0,1,1
791604850,no,yes,yes,0,1,1
791943219,no,yes,yes,0,2,2
792460864,no,yes,yes,0,1,1
792550930,no,yes,yes,0,1,1
794876549,no,yes,yes,0,1,1
795025572,no,yes,yes,0,1,1
795238260,no,yes,yes,0,2,2
795985115,no,yes,yes,0,2,2
796322185,no,yes,yes,0,1,1
796791024,no,yes,yes,0,1,1
798061762,no,yes,yes,0,1,1
799167419,no,yes,yes,0,1,1
799328338,no,yes,yes,0,1,1
800816347,no,yes,yes,0,1,1
802055009,no,yes,yes,0,1,1
802522358,no,yes,yes,0,2,2
804354047,no,yes,yes,0,2,2
804444144,no,yes,yes,0,2,2
805566837,no,yes,yes,0,1,1
808120318,no,yes,yes,0,1,1
811004678,no,yes,yes,0,1,1
811009757,no,yes,yes,0,1,1
811860423,no,yes,yes,0,1,1
812555518,no,yes,yes,0,2,2
814045477,no,yes,yes,0,1,1
814071612,no,yes,yes,0,2,2
814479189,no,yes,yes,0,1,1
815890054,no,yes,yes,0,1,1
816644849,no,yes,yes,0,1,1
817126944,no,yes,yes,0,1,1
817971549,no,yes,yes,0,1,1
818557433,no,yes,yes,0,1,1
818571124,no,yes,yes,0,1,1
818629874,no,yes,yes,0,2,2
818945069,no,yes,yes,0,1,1
819765199,no,yes,yes,0,1,1
820315346,no,yes,yes,0,1,1
820479712,no,yes,yes,0,2,2
821181301,no,yes,yes,0,2,2
821885767,no,yes,yes,0,1,1
823742652,no,yes,yes,0,2,2
823932034,no,yes,yes,0,1,1
824475457,no,yes,yes,0,2,2
825378943,no,yes,yes,0,1,1
825416272,no,yes,yes,0,1,1
825496594,no,yes,yes,0,2,2
826750037,no,yes,yes,0,1,1
827148196,no,yes,yes,0,1,1
827866476,no,yes,yes,0,2,2
828034767,no,yes,yes,0,2,2
828158524,no,yes,yes,0,1,1
828384887,no,yes,yes,0,1,1
828396321,no,yes,yes,0,1,1
828489663,no,yes,yes,0,1,1
828828271,no,yes,yes,0,1,1
829095175,no,yes,yes,0,2,2
829646870,no,yes,yes,0,1,1
829730770,no,yes,yes,0,2,2
830668377,no,yes,yes,0,2,2
831746162,no,yes,yes,0,2,2
832853407,no,yes,yes,0,1,1
833026774,no,yes,yes,0,1,1
833077174,no,yes,yes,0,2,2
834338599,no,yes,yes,0,2,2
834654201,no,yes,yes,0,1,1
834696920,no,yes,yes,0,2,2
834919566,no,yes,yes,0,2,2
834957167,no,yes,yes,0,1,1
835187755,no,yes,yes,0,1,1
835936181,no,yes,yes,0,1,1
836505298,no,yes,yes,0,1,1
836702078,no,yes,yes,0,1,1
837766430,no,yes,yes,0,2,2
839999468,no,yes,yes,0,2,2
841168842,no,yes,yes,0,1,1
842014934,no,yes,yes,0,1,1
843167921,no,yes,yes,0,2,2
844314037,no,yes,yes,0,1,1
844465448,no,yes,yes,0,1,1
845707460,no,yes,yes,0,2,2
845810983,no,yes,yes,0,1,1
845936386,no,yes,yes,0,2,2
846118142,no,yes,yes,0,1,1
846123418,no,yes,yes,0,1,1
847524002,no,yes,yes,0,2,2
847593896,no,yes,yes,0,1,1
847734284,no,yes,yes,0,1,1
847806286,no,yes,yes,0,1,1
847858800,no,yes,yes,0,1,1
847938925,no,yes,yes,0,2,2
848096491,no,yes,yes,0,1,1
848497863,no,yes,yes,0,1,1
848655796,no,yes,yes,0,2,2
848842628,no,yes,yes,0,1,1
849031494,no,yes,yes,0,1,1
849209469,no,yes,yes,0,1,1
849792776,no,yes,yes,0,1,1
849823751,no,yes,yes,0,1,1
849971454,no,yes,yes,0,1,1
849998636,no,yes,yes,0,1,1
850608824,no,yes,yes,0,1,1
851049546,no,yes,yes,0,1,1
853583305,no,yes,yes,0,2,2
856864876,no,yes,yes,0,1,1
856867007,no,yes,yes,0,1,1
857614041,no,yes,yes,0,1,1
857730973,no,yes,yes,0,1,1
860438093,no,yes,yes,0,2,2
860637222,no,yes,yes,0,1,1
862291487,no,yes,yes,0,1,1
862299001,no,yes,yes,0,1,1
862359406,no,yes,yes,0,1,1
862949374,no,yes,yes,0,2,2
863110019,no,yes,yes,0,1,1
863926126,no,yes,yes,0,1,1
869112490,no,yes,yes,0,1,1
870191329,no,yes,yes,0,1,1
870642753,no,yes,yes,0,1,1
872600664,no,yes,yes,0,1,1
873194463,no,yes,yes,0,1,1
875728579,no,yes,yes,0,1,1
876772598,no,yes,yes,0,1,1
878198647,no,yes,yes,0,1,1
880231145,no,yes,yes,0,1,1
882080782,no,yes,yes,0,1,1
882368347,no,yes,yes,0,2,2
887663551,no,yes,yes,0,1,1
888173727,no,yes,yes,0,2,2
892211245,no,yes,yes,0,1,1
948653616,no,yes,yes,0,2,2
1019458161,no,yes,yes,0,1,1
1033265013,no,yes,yes,0,2,2
1035754771,no,yes,yes,0,1,1
1036580292,no,yes,yes,0,1,1
1072230238,no,yes,yes,0,1,1
